Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,avg_in_hour,avg_out_hour,avg_work_hours,std_work_hours,nb_days_present,nb_days_absent
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,614,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,9.982525697503672,16.54530102790015,6.56247552618698,0.290146697478019,227,34
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,615,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,9.97617994100295,15.993952802359882,6.017825712881023,0.29065313156908557,226,35
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,616,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,10.012663755458513,16.595778748180496,6.583521348859777,0.30037527522109103,229,32
30,No,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,9.95358126721763,15.962741046831955,6.008942837465564,0.2988957979425827,242,19
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,618,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,9.976582278481011,17.567369901547117,7.590850914205345,0.318448507889499,237,24
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,9.993767507002802,16.275350140056023,6.2810387488328665,0.3094373993104678,238,23
46,No,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,9.97695652173913,16.192391304347826,6.215752415458937,0.2857722914566062,230,31
42,No,Non-Travel,Research & Development,5,4,Medical,1,621,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,10.015625,17.51798611111111,7.501866898148148,0.30649602334703424,240,21
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,9.994560669456067,18.612343096234312,8.617627847512784,0.28992563230548546,239,22
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,623,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,10.008014184397162,17.274397163120568,7.2657635933806155,0.29556586325646517,235,26
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,9.988675213675215,18.38162393162393,8.39286799620133,0.2918954261721013,234,27
36,No,Travel_Rarely,Sales,3,2,Marketing,1,625,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,10.027380952380952,18.063095238095237,8.036303688141924,0.30377855215892435,238,23
33,No,Travel_Rarely,Sales,26,2,Marketing,1,626,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,10.007549857549856,16.063247863247863,6.05553656220323,0.2840472044802422,234,27
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,10.022463768115943,17.31413043478261,7.291101449275362,0.31158741012691243,230,31
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,628,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,9.999726775956285,18.01379781420765,8.014339708561021,0.30939969094954983,244,17
30,No,Travel_Rarely,Sales,9,3,Marketing,1,629,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,9.986344537815127,19.169747899159663,9.183357843137255,0.3093066680862186,238,23
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,630,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,9.962448979591837,19.490884353741496,9.52881179138322,0.30171713987688464,245,16
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,9.996584699453551,19.804166666666664,9.807640027322403,0.3064883955410884,244,17
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,9.982403433476396,19.158082975679545,9.17621483071054,0.30273719394948634,233,28
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,633,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,9.995885634588562,16.31450488145049,6.318405392840538,0.32246424810350427,239,22
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,10.01666666666667,16.022079772079774,6.005806030389364,0.2933044761730778,234,27
19,Yes,Non-Travel,Sales,2,2,Other,1,635,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,9.987005649717515,18.37577683615819,8.388885357815443,0.3100608088771585,236,25
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,636,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,9.981014492753623,17.35753623188406,7.376378019323671,0.2870794527512781,230,31
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,637,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,10.005532786885245,17.677800546448086,7.671983151183971,0.28588784692004654,244,17
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,638,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,9.980069444444444,18.572152777777777,8.591818287037036,0.29542823088134595,240,21
31,No,Travel_Rarely,Sales,24,1,Marketing,1,639,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,10.007274011299435,17.279025423728815,7.271392419962335,0.3082546323439865,236,25
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,640,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,10.012152777777777,17.38277777777778,7.370457175925925,0.280479935180566,240,21
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,9.98844537815126,16.58137254901961,6.5930100373482725,0.3230092250025921,238,23
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,9.978311499272198,16.679985443959247,6.701772197962154,0.32402660642390435,229,32
36,No,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,10.009807956104254,16.096433470507545,6.086726108824874,0.2800949626298863,243,18
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,9.988636363636363,16.074173553719007,6.085262855831037,0.29481907579697875,242,19
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,9.9501443001443,17.934126984126983,7.984060846560848,0.29965562655101563,231,30
29,No,Travel_Rarely,Sales,17,4,Medical,1,646,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,9.989455782312923,18.78421768707483,8.795437641723357,0.29930212430945463,245,16
48,No,Travel_Rarely,Sales,1,1,Marketing,1,647,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,9.972683264177041,16.153457814661135,6.1804967727063165,0.2847470993013429,241,20
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,648,Female,2,Healthcare Representative,Divorced,48050,,Y,16,8,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,10.001330532212885,16.918697478991596,6.917482492997198,0.30481240129187537,238,23
34,No,Travel_Rarely,Sales,9,4,Medical,1,649,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,10.013585434173669,15.99719887955182,5.984335901027077,0.2961373199966198,238,23
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,650,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,10.006366237482116,17.028826895565093,7.022967334287077,0.28021247806917093,233,28
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,651,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,10.000498575498574,21.031908831908833,11.030960351377018,0.3150812490898278,234,27
19,No,Travel_Rarely,Sales,2,4,Marketing,1,652,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,10.009656652360515,20.79391988555079,10.783780400572244,0.2837746716834825,233,28
23,No,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,9.959618208516886,17.445301027900147,7.485170093000489,0.3062025162830111,227,34
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,10.010928961748634,19.215983606557376,9.204768897996358,0.3058213979009535,244,17
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,10.021224489795918,18.709319727891156,8.687972789115646,0.3031586123089158,245,16
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,9.986796536796538,19.86558441558442,9.878690476190476,0.3150198284741396,231,30
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,657,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,9.978472222222223,19.60111111111111,9.622883101851851,0.32550768284868525,240,21
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,10.002973720608576,17.597441217150763,7.5946807284462885,0.27427221001164687,241,20
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,659,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,10.020308123249299,16.92156862745098,6.90110177404295,0.28493876751043473,238,23
34,No,Travel_Rarely,Sales,13,4,Medical,1,660,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,10.026250000000001,18.945694444444445,8.918751157407407,0.2799421501707471,240,21
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,661,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,10.006029810298102,20.992411924119242,10.986178861788618,0.3128783108763047,246,15
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,662,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,9.985113960113958,16.577635327635328,6.592285137701804,0.3074898517673869,234,27
34,No,Travel_Frequently,Sales,14,4,Medical,1,663,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,9.996736111111112,16.792916666666667,6.795719907407408,0.319220813917926,240,21
28,No,Travel_Frequently,Research & Development,2,3,Other,1,664,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,9.975942028985505,20.34963768115942,10.374410628019323,0.26561519195155897,230,31
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,665,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,10.014822695035463,17.823758865248227,7.808195035460993,0.31024811877458375,235,26
34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,666,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,10.00836879432624,17.505248226950357,7.497001182033097,0.2909915162082767,235,26
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,9.967140921409216,20.449728997289974,10.482086720867208,0.3115732847558696,246,15
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,668,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,10.001424501424502,19.423076923076923,9.421422127255463,0.305131341980179,234,27
43,No,Travel_Rarely,Research & Development,7,2,Medical,1,669,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,9.982611832611834,16.395959595959596,6.4132996632996635,0.310226926040903,231,30
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,670,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,9.997975708502024,20.605600539811068,10.608310841205578,0.3203780661710099,247,14
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,671,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,9.997960618846694,15.978551336146273,5.981031411157994,0.3000747015053508,237,24
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,672,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,9.992816091954024,19.701508620689655,9.709561781609196,0.3095699673455993,232,29
51,No,Travel_Frequently,Sales,21,4,Medical,1,673,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,10.009679767103346,16.997889374090246,6.988324842309558,0.30263081160660504,229,32
30,No,Non-Travel,Research & Development,2,4,Other,1,674,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,10.000956284153007,19.51441256830601,9.513817167577413,0.3101105998885549,244,17
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,675,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,9.999074074074072,18.406125356125358,8.406775878442545,0.2880670579759779,234,27
28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,676,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,9.951359084406294,16.751359084406296,6.7996697663328565,0.3004150268906124,233,28
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,677,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,9.97126436781609,17.954741379310345,7.983291427203065,0.3093235757934656,232,29
32,No,Travel_Rarely,Research & Development,10,4,Other,1,678,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,10.002129221732748,16.8071953010279,6.8052459618208525,0.3059566828368279,227,34
45,No,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,,2.0,3.0,3,3,9.994260027662518,16.017427385892116,6.02348317196865,0.3146819892087995,241,20
39,No,Travel_Rarely,Sales,29,1,Marketing,1,680,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,9.949453551912569,18.339207650273227,8.390134335154826,0.2979956417835362,244,17
58,No,Travel_Rarely,Research & Development,27,3,Other,1,681,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,9.99327485380117,16.02792397660819,6.035505604288499,0.2942624990981357,228,33
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,682,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,9.976050420168068,16.467927170868347,6.4912324929972,0.2964033758954061,238,23
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,683,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,9.968112947658403,17.690840220385677,7.722481634527089,0.32355105726906025,242,19
30,No,Travel_Rarely,Sales,9,1,Marketing,1,684,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,9.969479606188466,16.195991561181433,6.226381856540084,0.2877465337210483,237,24
36,No,Travel_Rarely,Sales,1,3,Marketing,1,685,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,9.973819444444445,16.69625,6.7228310185185185,0.2914522297232306,240,21
46,No,Travel_Rarely,Sales,4,3,Medical,1,686,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,10.019491525423728,17.72768361581921,7.708216807909605,0.31376441990747594,236,25
28,No,Non-Travel,Research & Development,1,3,Medical,1,687,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,10.017580872011253,18.030520393811535,8.013723628691983,0.3046186571087488,237,24
50,No,Travel_Rarely,Research & Development,20,2,Medical,1,688,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,10.002575107296137,20.407582260371957,10.404741297091082,0.29765955540062683,233,28
40,Yes,Travel_Rarely,Sales,8,1,Other,1,689,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,9.996373779637377,19.79755927475593,9.801315667131567,0.318016880002133,239,22
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,690,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,9.99733893557423,19.971708683473388,9.974500466853408,0.3085045637741009,238,23
30,No,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,10.006898907103825,20.413661202185796,10.40651183970856,0.31698114493523105,244,17
39,No,Travel_Rarely,Research & Development,26,1,Medical,1,692,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,9.963524590163933,15.969193989071039,6.005927823315118,0.27558609930447536,244,17
31,No,Non-Travel,Research & Development,1,2,Medical,1,693,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,10.018623188405797,20.11731884057971,10.098737922705313,0.2992448935055684,230,31
41,No,Non-Travel,Sales,6,3,Life Sciences,1,694,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,10.006250000000001,17.830962643678163,7.8250969827586205,0.28537519402144446,232,29
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,695,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,9.997517730496453,19.076312056737585,9.078821513002364,0.2882827103557025,235,26
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,696,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,10.03027656477438,16.01411935953421,5.984569383794275,0.29124705304362863,229,32
42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,697,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,9.97573221757322,19.658158995815896,9.682367503486752,0.31590162719007386,239,22
55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,698,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,10.008479532163744,16.609137426900585,6.600917397660819,0.2873017346104663,228,33
56,No,Travel_Rarely,Sales,3,2,Medical,1,699,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,9.997629310344829,18.00179597701149,8.004705459770115,0.2969332899705561,232,29
40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,700,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,9.983333333333333,17.28972222222222,7.306210648148149,0.3057374195601433,240,21
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,701,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,10.00676429567643,17.384309623430966,7.3776290097629,0.3057380966540199,239,22
40,No,Travel_Rarely,Sales,4,3,Medical,1,702,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,9.993852459016393,15.971584699453551,5.978105646630238,0.3086215405095135,244,17
41,No,Travel_Frequently,Sales,1,4,Other,1,703,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,9.950283687943262,17.621276595744682,7.670687943262411,0.28977456907082527,235,26
35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,704,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,9.994444444444444,19.49871794871795,9.504919278252613,0.2773586252475137,234,27
51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,705,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,10.007212885154061,19.530392156862746,9.523341503267973,0.323399560318295,238,23
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,706,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,10.003164556962025,16.593319268635724,6.590448898265354,0.2960583037475738,237,24
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,707,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,9.994905385735079,17.247379912663757,7.251989325570111,0.3048559891257341,229,32
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,708,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,9.973274596182085,16.286563876651982,6.313608663729808,0.3216479174801028,227,34
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,709,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,10.008515283842794,18.518413391557495,8.509759825327512,0.2872556940090543,229,32
40,No,Travel_Rarely,Research & Development,14,4,Medical,1,710,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,9.988157894736842,16.095394736842106,6.106740984405459,0.3376420912735576,228,33
36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,711,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,9.981552706552707,16.087820512820514,6.106379392212726,0.2994787169339277,234,27
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,712,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,9.978512396694216,17.60303030303031,7.624390495867768,0.2933159825539796,242,19
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,713,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,9.988981868898188,17.10613668061367,7.117143189214319,0.2957947697435341,239,22
51,No,Travel_Rarely,Research & Development,4,1,Medical,1,714,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,9.984067547723935,17.45337738619677,7.469346549192364,0.2827998548126143,227,34
18,No,Non-Travel,Research & Development,1,4,Medical,1,715,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4,10.007103825136612,17.897336065573775,7.89032786885246,0.30761801133668487,244,17
35,No,Travel_Rarely,Research & Development,1,4,Other,1,716,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,10.018995633187773,17.195924308588065,7.175936438622027,0.2864194265620361,229,32
27,No,Travel_Frequently,Research & Development,26,4,Medical,1,717,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,10.018917018284109,17.377285513361464,7.3589580403188,0.2689925056335587,237,24
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,718,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,9.98511659807956,18.69485596707819,8.709841106538637,0.2974237211480893,243,18
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,719,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,10.004609929078015,20.40099290780142,10.396509456264775,0.31724287376857135,235,26
